,sentimen,Tweet,tweet_tokens
9480.0,1.0,melayu liberal kan umpan pki cacing jee dap pki songkok dah cukup modal utk pangkah phtop press confere,"['melayu', 'liberal', 'umpan', 'pki', 'cacing', 'jee', 'dap', 'pki', 'songkok', 'sudah', 'modal', 'pangkah', 'phtop', 'press', 'confere']"
9481.0,1.0,ini kok menurut saya ngga etis ya nder gempa palu itu makan korban jiwa ratusan orang lho kok kamu kaya,"['ngga', 'etis', 'nder', 'gempa', 'palu', 'makan', 'korban', 'jiwa', 'ratus', 'lho', 'kaya']"
9482.0,1.0,apak kasar do aku kejut orang kesian bbyboo kita maaf,"['apak', 'kasar', 'do', 'kejut', 'kasihan', 'bbyboo', 'maaf']"
9483.0,1.0,tapi itu beneran menggerakkan dan mengerikan kalo mereka ke arah situ sama challenge nya kalo ,"['beneran', 'gerak', 'keri', 'arah', 'situ', 'challenge']"
9484.0,1.0,belom boleh membahas ini nak kamu masih belom sarjana ingat itu,"['bom', 'bahas', 'bom', 'sarjana']"
9485.0,1.0,kami yang kamu anggap biadab ini yg turut mendoakan keselamatan keluarga mu,"['anggap', 'biadab', 'doa', 'selamat', 'keluarga', 'mu']"
9486.0,1.0,dan allah sekali kali tidak akan mengadzab mereka sedang kamu muhammad berada di antara mereka dan tidaklah,"['allah', 'kali', 'mengadzab', 'muhammad']"
9487.0,1.0,orang yg selalu mengambil kesempatan di dalam kesempitan mereka tertawa di atas penderitaan orang,"['ambil', 'sempat', 'sempit', 'tertawa', 'derita']"
9488.0,1.0,kl kabar itu dari kubu prabowo aq gak ada percayanya kita smua tau kl kubu mereka suka balikkan fakta  tukang tebar fitnah,"['kl', 'kabar', 'kubu', 'prabowo', 'aq', 'percaya', 'smua', 'kl', 'kubu', 'suka', 'balik', 'fakta', 'tukang', 'tebar', 'fitnah']"
9489.0,1.0,yang penting bahagia tapi bagaimana bila bahagia kita adalah lukanya orang lain masih pentingkah bahagia itu bagaima,"['bahagia', 'bahagia', 'luka', 'penting', 'bahagia', 'bagaima']"
9490.0,1.0,aku geram wehhhh roomate aku malas gila nak layan sampai cakap memang kita je yg hidup pakai heater ,"['geram', 'wehhhh', 'roomate', 'malas', 'gila', 'layan', 'cakap', 'hidup', 'pakai', 'heater']"
9491.0,1.0,pada akhirnya kita akan tahu kegagalan tanpa persiapan,"['gagal', 'siap']"
9492.0,1.0,kamu kalah ganteng,"['kalah', 'ganteng']"
9493.0,1.0,first in love with them becaouse bigbang tapi malah makin kesini makin bucin ke mereka daripada bigbangn,"['first', 'in', 'love', 'with', 'them', 'becaouse', 'bigbang', 'kesini', 'bucin', 'bigbangn']"
9494.0,1.0,rusia dan cina bunuhi warga muslim tanpa pertimbangan macam macam juga tak perlu minta izin pbb mengapa pemimpin muslim,"['rusia', 'cina', 'bunuh', 'warga', 'muslim', 'timbang', 'izin', 'pbb', 'pimpin', 'muslim']"
9495.0,1.0,hati hati kadang begitu ceroboh kamu bertindak sampai lupa dampaknya apa,"['hati', 'hati', 'kadang', 'ceroboh', 'tindak', 'lupa', 'dampak']"
9496.0,1.0,kita buat aja ya tapi aku juga masih sedih nih,['sedih']
9497.0,1.0,ya gimana dong aku lebih takut nombok pake duitku daripada ditinggal kamu,"['gimana', 'takut', 'nombok', 'pake', 'duit', 'tinggal']"
9498.0,1.0,bukan ma kamu,['ma']
9499.0,1.0,dalam banyak banyak sunnah nabiaw yang paling lelaki fail buat is berdakwah this is prime example,"['sunnah', 'nabiaw', 'lelaki', 'fail', 'is', 'dakwah', 'this', 'is', 'prime', 'example']"
9500.0,1.0,ahhh ada bulan yang memisahkan kita jdi sepertinya kamu tercipta bukan untukku nurul,"['ahhh', 'pisah', 'jdi', 'cipta', 'untuk', 'nurul']"
9501.0,1.0,terkadang kita memang perlu berpura bodoh agar kita bisa tau siapa saja yg sering membodohi kita,"['terkadang', 'pura', 'bodoh', 'bodoh']"
9502.0,1.0,gak ada salahnya kan aku sayang sama kamu kalo ada salah sih aku minta maaf,"['salah', 'sayang', 'salah', 'maaf']"
9503.0,1.0,termasuk membahas tentang lumpur lapindo tidak,"['bahas', 'lumpur', 'lapindo']"
9504.0,1.0,enggak mas,['mas']
9506.0,1.0,kalau kita tahu cinta tu sakit mesti takramai orang pilih untuk bercinta um,"['cinta', 'tu', 'sakit', 'mesti', 'takramai', 'pilih', 'cinta', 'um']"
9507.0,1.0,pelik tengok orang zaman sekarang ni dulu kemain beria tunjuk effort dekat kita last ii dia kongsi perasaan tu kat org lain jgk,"['pelik', 'tengok', 'zaman', 'main', 'ria', 'effort', 'last', 'ii', 'kongsi', 'asa', 'tu', 'kat', 'org', 'jgk']"
9509.0,1.0,geblek lo tatacowo bgt dibelain balikanhadewwntar ditinggal lg nyalahin tuh cowopadahal kitenya yg oon,"['geblek', 'lo', 'tatacowo', 'banget', 'bain', 'balikanhadewwntar', 'tinggal', 'lg', 'nyalahin', 'cowopadahal', 'kitenya', 'oon']"
9512.0,1.0,hadewwwww permpuan itu lgsakit jiwaknp harus dia yg jd peran utama di film hantu jeruk purutky khabisan stok artis ja,"['hadewwwww', 'permpuan', 'lgsakit', 'jiwaknp', 'peran', 'utama', 'film', 'hantu', 'jeruk', 'purutky', 'khabis', 'stok', 'artis', 'ja']"
9514.0,1.0,kebiasaan balajaer nyampah  ig para artissuka yg punya ig lah mau bikin caption apakok balajaer yg heboh dan asik ceramahin yg punya igtar lama  bikinin lagu sm teh melly loh balajaer yg berjudulketika balajaer bersabdademi seonggak koin laknat nyabalajaer ngamuk berarti mengiyakan banget koin laknat nya jd penggoda  rt nya gigiduh elah balajaer kami smua tau kale kelakuan biduan lo itu kek apaminus segalanyalagi masih  bela matianpd sakit jiwa,"['biasa', 'balajaer', 'nyampah', 'ig', 'artissuka', 'ig', 'caption', 'apakok', 'balajaer', 'heboh', 'asik', 'ceramahin', 'igtar', 'bikinin', 'lagu', 'sm', 'teh', 'melly', 'balajaer', 'berjudulketika', 'balajaer', 'bersabdademi', 'seonggak', 'koin', 'laknat', 'nyabalajaer', 'ngamuk', 'iya', 'banget', 'koin', 'laknat', 'goda', 'gigiduh', 'elah', 'balajaer', 'smua', 'kale', 'laku', 'biduan', 'lo', 'kek', 'apaminus', 'segalanyalagi', 'bela', 'matianpd', 'sakit', 'jiwa']"
9515.0,1.0,krn sebagian besar rakyat indonesia itu bodoh tdk bisa membedakan mana yg baik mana yg buruk sdh tau prilaku buruk tdk tau sopan santun itu yg dipilih jd panutan lebih mengidolakan yg murahan dr pd yg berkelas dan ber etika,"['rakyat', 'indonesia', 'bodoh', 'beda', 'buruk', 'prilaku', 'buruk', 'sopan', 'santun', 'pilih', 'panutan', 'idola', 'murah', 'dr', 'pd', 'kelas', 'ber', 'etika']"
9516.0,1.0,ayu janda bego pny suami kpn nikah laginya,"['ayu', 'janda', 'bego', 'pny', 'suami', 'kpn', 'nikah', 'lagi']"
9517.0,1.0,anyiennnnggg suaranya ancur banget lebih merdu tukang gorengan,"['anyiennnnggg', 'suara', 'ancur', 'banget', 'merdu', 'tukang', 'goreng']"
9518.0,1.0,syarat sah nikah menurut agama islam hanya yaitu adanya cpp adanya cpw saksi wali nikah dan mas kawinmahar perkara makeup gak manglingi bukan syarat sah pernikahan sekalipun gak makeup tapi syarat yg tersebut terpenuhi maka pernikahannya sah yak emak emak julids,"['syarat', 'sah', 'nikah', 'agama', 'islam', 'cpp', 'cpw', 'saksi', 'wali', 'nikah', 'mas', 'kawinmahar', 'perkara', 'makeup', 'manglingi', 'syarat', 'sah', 'nikah', 'makeup', 'syarat', 'penuh', 'nikah', 'sah', 'yak', 'emak', 'emak', 'julids']"
9519.0,1.0,cewek gatau diri nih ngerebut pacar org udh mana punya abang yg ngedukung sifat jeleknya lg ckck,"['cewek', 'gatau', 'ngerebut', 'pacar', 'org', 'udh', 'abang', 'ngedukung', 'sifat', 'jelek', 'lg', 'ckck']"
9520.0,1.0,username eh situ siapa kids jaman now ya kebanyakan micin mna kata aku yg ngina bego dipelihara,"['username', 'eh', 'situ', 'kids', 'jaman', 'now', 'banyak', 'micin', 'mna', 'ngina', 'bego', 'pelihara']"
9521.0,1.0,jijik liatnya suer deh minceeee,"['jijik', 'liat', 'suer', 'deh', 'minceeee']"
9522.0,1.0,emang bukan hal tabu ciuman gitu iya emang tapi yg bikin eneg itu pencitraan nya yg sok alim sok baik sok bijak dan sok sok yg lainya seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan bukan sok alim atau sok suci serius,"['emang', 'tabu', 'cium', 'gitu', 'iya', 'emang', 'eneg', 'citra', 'sok', 'alim', 'sok', 'sok', 'bijak', 'sok', 'sok', 'lai', 'anda', 'citra', 'sok', 'alim', 'sok', 'suci', 'serius']"
9524.0,1.0,anjing nya ngamukhidup kok dmana pny musuhudh kliatan mna yg baik dan bukanorg baik ga pny byk musuh,"['anjing', 'ngamukhidup', 'dmana', 'pny', 'musuhudh', 'kliatan', 'mna', 'bukanorg', 'pny', 'byk', 'musuh']"
9525.0,1.0,username ahhh katanya jaga ucapan lahh ucapan dia ngk dijaga sendiri dasar munafik dasar betina zaman now ellu kali yangg kelebihan micin loe sendiri otak loe kan di selangkangan mana paham semoga tuhan ampunin kemunafikan loe cun,"['username', 'ahhh', 'jaga', 'ucap', 'lahh', 'ucap', 'ngk', 'jaga', 'dasar', 'munafik', 'dasar', 'betina', 'zaman', 'now', 'ellu', 'kali', 'yangg', 'lebih', 'micin', 'loe', 'otak', 'loe', 'selangkang', 'paham', 'moga', 'tuhan', 'ampunin', 'munafik', 'loe', 'cun']"
9526.0,1.0,username yaa ampun ini upil naruto katanya makin mencerminkan klo dia yg sebenarnya pecunpengalaman banget lu yaa kesian gua jadi prihatin mati aj deh lu ngotorin dunia manusia macam kau,"['username', 'yaa', 'ampun', 'upil', 'naruto', 'cermin', 'pecunpengalaman', 'banget', 'lu', 'yaa', 'kasihan', 'gua', 'prihatin', 'mati', 'saja', 'deh', 'lu', 'ngotorin', 'dunia', 'manusia']"
9527.0,1.0,cuman jual goyangan yak suara macam taik,"['cuman', 'jual', 'goyang', 'yak', 'suara', 'taik']"
9528.0,1.0,kasian ih nyari uang sampe segitunya,"['kasi', 'ih', 'nyari', 'uang', 'sampe', 'segitunya']"
9529.0,1.0,anjir tontonan yg sangat tidak bermutu,"['anjir', 'tonton', 'mutu']"
9531.0,1.0,pnyanyi dangdut yg ga berkelas bgini nih bukany nonjolin suara malah nonjolin dada,"['pnyanyi', 'dangdut', 'kelas', 'bgini', 'bukany', 'nonjolin', 'suara', 'nonjolin', 'dada']"
9532.0,1.0,najis najis udh homo aja harusnya org kaya gini di musnahkan dari muka bumi,"['najis', 'najis', 'udh', 'homo', 'org', 'kaya', 'gin', 'musnah', 'muka', 'bumi']"
9533.0,1.0,haduuh ini orang gak punya akhlak bangeg perasaan kerjaan berantem mulu banyak musuhnya,"['haduuh', 'akhlak', 'bangeg', 'asa', 'kerja', 'antem', 'mulu', 'musuh']"
9535.0,1.0,kayak banci dh mirip nenek pny cucu mw di operasi di mua top ttp aj klo asli ny  cantik luar dlm,"['kayak', 'banci', 'dh', 'nenek', 'pny', 'cucu', 'mw', 'operasi', 'mua', 'top', 'tetap', 'saja', 'asli', 'cantik', 'dlm']"
9536.0,1.0,dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu,"['bagus', 'mingkem', 'hahaha', 'jahat', 'akuuu']"
9538.0,1.0,mending liat dek molen biarpun cowok tp cuantik gak kaya ini cewe tp malah kayak bencong wkwkwk,"['mending', 'liat', 'dek', 'molen', 'biarpun', 'cowok', 'tapi', 'cuantik', 'kaya', 'cewe', 'tapi', 'kayak', 'bencong', 'wkwkwk']"
9539.0,1.0,bencong rombengmenjijikangay jg,"['bencong', 'rombengmenjijikangay', 'jg']"
9540.0,1.0,orang gila itu pengen hitz cri tenar rela dipenjara cari sensasi settingan supaya beken smpe hina org astagfirullah sekaya apa sih org kaya mulut nya ky sampahga sekolah ya,"['gila', 'ken', 'hitz', 'cri', 'tenar', 'rela', 'penjara', 'cari', 'sensasi', 'settingan', 'beken', 'smpe', 'hina', 'org', 'astagfirullah', 'kaya', 'org', 'kaya', 'mulut', 'ky', 'sampahga', 'sekolah']"
9542.0,1.0,cari sensasi supaya tenar trus banya folowers nya gak gt gt jg kalee darar orang setres ngomong aja masih belepotan gk jelas gt kamfungan,"['cari', 'sensasi', 'tenar', 'trus', 'banya', 'folowers', 'gt', 'gt', 'jg', 'kalee', 'darar', 'tres', 'ngomong', 'belepotan', 'gk', 'gt', 'kamfungan']"
9543.0,1.0,ngomong aja belepotan banyak gaya lu bencong,"['ngomong', 'belepotan', 'gaya', 'lu', 'bencong']"
9544.0,1.0,orang kebanyakan makan taik ya giniotaknya udah penuh sama taik jdi gak bisa berfikir positifdari cara dia berbicara aja gak bermoraldasar kaum laknat banci anjing kbanyakan burit sih lo jdi stresmanusia ogah jumpa sama lo anjingcuma anjing yg mau ketemu sama lo taik,"['banyak', 'makan', 'taik', 'giniotaknya', 'penuh', 'taik', 'jdi', 'berfikir', 'positifdari', 'bicara', 'bermoraldasar', 'kaum', 'laknat', 'banci', 'anjing', 'kbanyakan', 'burit', 'lo', 'jdi', 'stresmanusia', 'ogah', 'jumpa', 'lo', 'anjingcuma', 'anjing', 'ketemu', 'lo', 'taik']"
9545.0,1.0,sikat abiss lahh orng sialan kaya gini pemimpin negara sendiri gak di hormatin jgn mentang bapak president kita terlalu baik jadi di sembarangin saya marah gak boleh kita hina pemimpin kita sendiri saya harap segera di tindak hukum orng ini,"['sikat', 'abiss', 'lahh', 'orng', 'sial', 'kaya', 'gin', 'pimpin', 'negara', 'hormatin', 'mentang', 'president', 'sembarangin', 'marah', 'hina', 'pimpin', 'harap', 'tindak', 'hukum', 'orng']"
9546.0,1.0,jijik banget lihat tingkah si upil ini mudahan secepatnya tidur selamanya,"['jijik', 'banget', 'lihat', 'tingkah', 'upil', 'mudah', 'cepat', 'tidur']"
9547.0,1.0,wong edan nih orang udh makan uang rakyat tidur pula,"['edan', 'udh', 'makan', 'uang', 'rakyat', 'tidur']"
9548.0,1.0,manusia laknat matinya di apain ya,"['manusia', 'laknat', 'mati', 'apain']"
9549.0,1.0,sakit di otak sama hatinya itu mah dia udah gak ada nurani dan urat malunya pajak saya loh yang ngegaji orang gila hormat ini,"['sakit', 'otak', 'hati', 'mah', 'nurani', 'urat', 'malu', 'pajak', 'ngegaji', 'gila', 'hormat']"
9550.0,1.0,anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,"['anak', 'babi', 'bangsat', 'ken', 'sumpel', 'timah', 'panas', 'congor', 'lu', 'modar']"
9551.0,1.0,pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,"['ken', 'sumpel', 'timah', 'panas', 'congor', 'anak', 'babi', 'pesek', 'buruk', 'rupa']"
9552.0,1.0,hey anak bangsat babi pesek buruk rupa keritingpengen penggal leher lu sampe putuslumayan buat makanan buaya,"['hey', 'anak', 'bangsat', 'babi', 'pesek', 'buruk', 'rupa', 'keritingpengen', 'penggal', 'leher', 'lu', 'sampe', 'putuslumayan', 'makan', 'buaya']"
9554.0,1.0,wah ini mahhhh pertemuan buah ranum dan buah busuk dah tau dong yg busuk yg manah mentoknya mah gitu aja kalo pelakor,"['mahhhh', 'temu', 'buah', 'ranum', 'buah', 'busuk', 'sudah', 'busuk', 'manah', 'mentok', 'mah', 'gitu', 'pelakor']"
9557.0,1.0,astagah demen ama cewek dekil kumel ibaratnya dari nagita turun ke att nagita kaya emas att kaya barlen,"['astagah', 'demen', 'cewek', 'dekil', 'mel', 'nagita', 'turun', 'att', 'nagita', 'kaya', 'emas', 'att', 'kaya', 'barlen']"
9558.0,1.0,alah laki laki jaman skrg sm aja sama sama bejat mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya aku stju bgt sm yg di blg ustazah username msuk surga bkan krna poligami msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni yang hidupnya gk bakal selamat dunia akhirat,"['allah', 'laki', 'laki', 'jaman', 'skrg', 'sm', 'bejat', 'ustad', 'kek', 'kek', 'gila', 'banget', 'sm', 'perempuan', 'istri', 'stju', 'banget', 'sm', 'blg', 'ustazah', 'username', 'msuk', 'surga', 'bkan', 'krna', 'poligami', 'msh', 'bnyk', 'bs', 'akhlak', 'bs', 'masuk', 'surga', 'yaa', 'smoga', 'perempuan', 'perempuan', 'pelakor', 'luar', 'sna', 'azab', 'ampun', 'hidup', 'gk', 'selamat', 'dunia', 'akhirat']"
9559.0,1.0,gilaaaaa pelakor banyak bnget laki gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk allah menguji kesetiaan dan nafsunya eh malah kaya gtu menyakiti istri sama sja menutup pintu rejekimu anak istri kau korbankan sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri smua org suka skrg benci sama dia ,"['gilaaaaa', 'pelakor', 'bnget', 'laki', 'gatal', 'alas', 'poligam', 'woiii', 'mikir', 'pake', 'otak', 'haduh', 'pikir', 'org', 'pintar', 'agama', 'buruk', 'allah', 'uji', 'setia', 'nafsu', 'eh', 'kaya', 'gtu', 'sakit', 'istri', 'sja', 'tutup', 'pintu', 'rejekimu', 'anak', 'istri', 'korban', 'sbg', 'seorg', 'imam', 'keluarga', 'gagal', 'mmpertahankan', 'rmh', 'tangga', 'coreng', 'nama', 'sndiri', 'smua', 'org', 'suka', 'skrg', 'benci']"
9562.0,1.0,username ini lagi pemikiran manusia bodoh eehhh tanteibuomaempo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,"['username', 'pikir', 'manusia', 'bodoh', 'eehhh', 'tanteibuomaempo', 'otak', 'lu', 'picik', 'bngt', 'jga', 'manusi', 'larang', 'emang', 'dunia', 'larang', 'ngungkapin', 'unek', 'stupid', 'human']"
9563.0,1.0,heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sokan baik sama dese lah apa kabar yg sering baperan sama laki orang ga pada nyadar diri tuh pemujanya att bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja att dan mojokin viaa dese juga manusia keles ahh,"['heran', 'deh', 'ngatain', 'via', 'baperan', 'wajar', 'dese', 'baper', 'udin', 'muak', 'munafik', 'sok', 'dese', 'kabar', 'baperan', 'laki', 'nyadar', 'puja', 'att', 'gotong', 'royong', 'nasehatin', 'att', 'gila', 'muja', 'att', 'mojokin', 'viaa', 'dese', 'manusia', 'les', 'ahh']"
9564.0,1.0,username itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja mungkin lebih parah kalo org sudah sok bener mah gitu pdhal ini kan media sosial hak dia dong instagram juga instagram dia yg penting kan nyinyir gak pake ig ,"['username', 'komen', 'via', 'nyinyir', 'mulu', 'duh', 'kyak', 'nyinyirin', 'parah', 'org', 'sok', 'bener', 'mah', 'gitu', 'pdhal', 'media', 'sosial', 'hak', 'instagram', 'instagram', 'nyinyir', 'pake', 'ig']"
9565.0,1.0,username ini lagi pemikiran manusia bodoh eehhh tanteibuomaempo otak lu picik bngt ya dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek stupid human,"['username', 'pikir', 'manusia', 'bodoh', 'eehhh', 'tanteibuomaempo', 'otak', 'lu', 'picik', 'bngt', 'jga', 'manusi', 'larang', 'emang', 'dunia', 'larang', 'ngungkapin', 'unek', 'stupid', 'human']"
9566.0,1.0,username bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,"['username', 'ngatain', 'org', 'nyindir', 'netijen', 'goblog', 'banyak', 'masyako']"
9567.0,1.0,username cara didik ortunya nagita bagus makanya amat sangat heran dg balajaer kan nagita yah yg dirugikan sm junjunganny knp dia yg dibenci bodoh bgt asli,"['username', 'didik', 'ortunya', 'nagita', 'bagus', 'heran', 'balajaer', 'nagita', 'rugi', 'sm', 'junjunganny', 'knp', 'benci', 'bodoh', 'banget', 'asli']"
9568.0,1.0,username pdhl km lebih kampungan lohpake kerudung tapi mulutnya cuihh,"['username', 'pdhl', 'km', 'kampung', 'lohpake', 'kerudung', 'mulut', 'cuihh']"
9569.0,1.0,belajaer tuh apa ya hahahaha bela artis ampe sebegitunya manusah begoh,"['belajaer', 'hahahaha', 'bela', 'artis', 'ampe', 'begitu', 'manusah', 'begoh']"
9570.0,1.0,username iya banyak berarti mereka norak kampyuung coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat jangan diliat aja coba di telaah deh dikasih tau contoh artis yang better eh jawabannya begini ya cocok la,"['username', 'iya', 'norak', 'kampyuung', 'coba', 'liat', 'artis', 'adem', 'ayem', 'liat', 'isyana', 'liat', 'agnezmo', 'liat', 'mba', 'liaaat', 'liat', 'coba', 'telaah', 'deh', 'kasih', 'contoh', 'artis', 'better', 'eh', 'jawab', 'cocok', 'la']"
9571.0,1.0,username gak usah sok jadi high class mba liat komenmu sendiri memang semua artis itu sama beda mbak ada yg suka curhat di ig ada yg curhat ke temen ada yg curhat ke tuhan ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya yg curh,"['username', 'sok', 'high', 'class', 'mba', 'liat', 'komenmu', 'artis', 'beda', 'mbak', 'suka', 'curhat', 'ig', 'curhat', 'teman', 'curhat', 'tuhan', 'ngak', 'trus', 'mulut', 'situ', 'maju', 'otak', 'mikirnya', 'curh']"
9572.0,1.0,username lah goblok amat gak semua netizen yg kontra sm postingan si via ini bakajaer kali mbamas ih goblok kok dipiara lol,"['username', 'goblok', 'netizen', 'kontra', 'sm', 'postingan', 'via', 'bakajaer', 'kali', 'mbamas', 'ih', 'goblok', 'piara', 'lol']"
9573.0,1.0,ini siapa sih emg artis ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,"['emg', 'artis', 'ko', 'artis', 'indo', 'ngurus', 'prestasi', 'sosmed', 'mulu', 'isi', 'jatoh', 'kampung']"
9574.0,1.0,username baru itu aj kn  mba apa lagi kaya agnes mo bnyk penghargaan ny tp  kampungan beda am yg ini,"['username', 'saja', 'kn', 'mba', 'kaya', 'agnes', 'mo', 'bnyk', 'harga', 'tapi', 'kampung', 'beda', 'am']"
9575.0,1.0,munafik bgt yg ngomong curhat di sosmed kampungan gua yakin elu juga kitu keleusss wkkwkww mending mba via dia artis cantik bs nyanyi la elu pada lbh kampungan wkwkwkwkw,"['munafik', 'banget', 'ngomong', 'curhat', 'sosmed', 'kampung', 'gua', 'elu', 'kitu', 'keleusss', 'wkkwkww', 'mending', 'mba', 'via', 'artis', 'cantik', 'bs', 'nyanyi', 'la', 'elu', 'lbh', 'kampung', 'wkwkwkwkw']"
9576.0,1.0,usernamewawan zzzzz emng ini artis ga punya tmn apa dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,"['usernamewawan', 'zzzzz', 'emng', 'artis', 'tmn', 'dikit', 'dikit', 'att', 'hahaha', 'curhat', 'sosmed', 'kampung']"
9577.0,1.0,lemes ya mulutnya berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak mmmm artis masih kampungan sih ya jadi wajar lah ya,"['lemes', 'mulut', 'berani', 'ststus', 'gitu', 'tulis', 'sengaja', 'baca', 'takut', 'kali', 'labrak', 'mmmm', 'artis', 'kampung', 'wajar']"
9578.0,1.0,username main main lah ke jawa timur biar ga begok,"['username', 'main', 'main', 'jawa', 'timur', 'begok']"
9579.0,1.0,username bisa nya cuma ngatain org nyindir siapa netijen goblog banyakan masyako,"['username', 'ngatain', 'org', 'nyindir', 'netijen', 'goblog', 'banyak', 'masyako']"
9580.0,1.0,username dia udah nunjukin karyanya situ pny karya apa karya nyinyir hidupnya via tolol,"['username', 'nunjukin', 'karya', 'situ', 'pny', 'karya', 'karya', 'nyinyir', 'hidup', 'via', 'tolol']"
9581.0,1.0,username siapa bilang gw fansnya via duh nantangin gw nih org anak tolol ank alay jablay,"['username', 'gw', 'fansnya', 'via', 'duh', 'nantangin', 'gw', 'org', 'anak', 'tolol', 'ank', 'alay', 'jablay']"
9582.0,1.0,username yutub apaan ya mba aplikasi baru ya sy taunya youtube mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh mreka jg di bayar apalagi klo bnyk yg ntn video mreka sekolah yg bener deh mba biar pinter generasi muda,"['username', 'yutub', 'mba', 'aplikasi', 'sy', 'tau', 'youtube', 'mba', 'seseorg', 'bs', 'dpt', 'hasil', 'salah', 'satu', 'dr', 'youtube', 'mreka', 'jg', 'bayar', 'bnyk', 'ntn', 'video', 'mreka', 'sekolah', 'bener', 'deh', 'mba', 'pinter', 'generasi', 'muda']"
9583.0,1.0,gue suka gangerti deh yaa kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu padahal att nya aja biasa aja fansnya sih yg bikin jelek orang kalo di sangkut pautin mulu jg lamalama gerah kali,"['suka', 'gangerti', 'deh', 'yaa', 'via', 'vallen', 'status', 'apa', 'sangkut', 'pautin', 'att', 'mulu', 'att', 'fansnya', 'jelek', 'sangkut', 'pautin', 'mulu', 'jg', 'lamalama', 'gerah', 'kali']"
9584.0,1.0,jujur aja ya ni org malah bagusan kaga oplasada tu foto dia sblm dn sesudah oplasdioplas mukanya anehkyknya gagal oplasnya,"['jujur', 'org', 'bagus', 'kaga', 'oplasada', 'tu', 'foto', 'sblm', 'dn', 'oplasdioplas', 'muka', 'anehkyknya', 'gagal', 'oplasnya']"
9585.0,1.0,noraaak abiiis baru kebeli emas az pamer aplg mainan berlian ciiinnnnn,"['noraaak', 'abiiis', 'kebel', 'emas', 'az', 'pamer', 'aplg', 'main', 'berlian', 'ciiinnnnn']"
9586.0,1.0,before and after pasca oplas ga ngefek ya tetep jelek  serem mukanyaahahahhaha,"['before', 'and', 'after', 'pasca', 'oplas', 'ngefek', 'tetep', 'jelek', 'rem', 'mukanyaahahahhaha']"
9587.0,1.0,salfok ke mukanya sumpah jelek oplas apaan model begitu failed,"['salfok', 'muka', 'sumpah', 'jelek', 'oplas', 'model', 'failed']"
9588.0,1.0,norak bener kegaet penjahat baru rasa,"['norak', 'bener', 'gaet', 'jahat']"
9590.0,1.0,yang gua bingung jujur kenapa media pada rebutan ngeliput ini orang kayaknya cuman net doang media informasi yang masih waras,"['gua', 'bingung', 'jujur', 'media', 'rebut', 'ngeliput', 'kayak', 'cuman', 'net', 'doang', 'media', 'informasi', 'waras']"
9591.0,1.0,bukankah jedun yg ga becus jadi perempuan terhormat ga becus jadi perempuan cerdas ga becus jadi perempuan yg mencari suami sah bukan suami orang ga becus jadi perempuan yg menghindari narkoba ga becus jadi perempuan yg menjaga nama baik keluarga semoga hanya ada satu perempuan yg kayak kamu di dunia ini ya jedun,"['jedun', 'becus', 'perempuan', 'hormat', 'becus', 'perempuan', 'cerdas', 'becus', 'perempuan', 'cari', 'suami', 'sah', 'suami', 'becus', 'perempuan', 'hindar', 'narkoba', 'becus', 'perempuan', 'jaga', 'nama', 'keluarga', 'moga', 'perempuan', 'kayak', 'dunia', 'jedun']"
9594.0,1.0,dasar artis abal abal enggk laku di layar kacaudh enggk ada duit kere miskinjadi maen  dukun buat minta elmu pelet perebut suami org yg kaya,"['dasar', 'artis', 'abal', 'abal', 'enggk', 'laku', 'layar', 'kacaudh', 'enggk', 'duit', 'kere', 'miskinjadi', 'maen', 'dukun', 'elmu', 'pelet', 'rebut', 'suami', 'org', 'kaya']"
9595.0,1.0,ih dia kan paling becus makrum paling becus ngrebut suami orang hehe,"['ih', 'becus', 'makrum', 'becus', 'ngrebut', 'suami']"
